日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-05-24,301183,46.0,41.96,48.0,41.92,127460,571303696.0,26.53,83.07,19.04,63.73
2022-05-25,301183,38.5,37.8,40.62,37.0,104128,401160864.0,8.63,-9.91,-4.16,52.06
2022-05-26,301183,36.8,38.3,40.47,35.66,104167,393772112.0,12.72,1.32,0.5,52.08
2022-05-27,301183,37.0,34.23,38.13,34.21,90951,327760016.0,10.23,-10.63,-4.07,45.48
2022-05-30,301183,33.2,34.59,35.05,33.2,60272,206005391.0,5.4,1.05,0.36,30.14
2022-05-31,301183,34.2,38.03,41.51,33.62,111096,414668976.0,22.81,9.95,3.44,55.55
2022-06-01,301183,36.2,37.01,38.26,35.37,87247,319791040.0,7.6,-2.68,-1.02,43.62
2022-06-02,301183,37.81,38.27,41.0,37.03,100898,386109952.0,10.73,3.4,1.26,50.45
2022-06-06,301183,37.0,39.1,39.93,36.36,83783,321609376.0,9.33,2.17,0.83,41.89
2022-06-07,301183,39.05,36.62,41.0,36.5,94705,367362032.0,11.51,-6.34,-2.48,47.35
2022-06-08,301183,35.0,34.96,35.94,34.2,68416,239459755.0,4.75,-4.53,-1.66,34.21
2022-06-09,301183,35.19,33.57,35.89,33.51,45520,156295353.0,6.81,-3.98,-1.39,22.76
2022-06-10,301183,33.0,34.36,34.37,32.78,34753,117885862.0,4.74,2.35,0.79,17.38
2022-06-13,301183,34.01,33.84,34.3,33.33,30451,102924929.0,2.82,-1.51,-0.52,15.23
2022-06-14,301183,33.39,32.76,33.8,31.58,39729,128847218.0,6.56,-3.19,-1.08,19.86
2022-06-15,301183,32.89,32.97,33.66,32.88,35112,116716833.0,2.38,0.64,0.21,17.56
2022-06-16,301183,32.53,32.79,33.45,32.52,28121,92988470.0,2.82,-0.55,-0.18,14.06
2022-06-17,301183,32.53,32.06,32.95,31.59,28535,91672547.0,4.15,-2.23,-0.73,14.27
2022-06-20,301183,31.9,32.66,32.74,31.9,24873,80478209.0,2.62,1.87,0.6,12.44
2022-06-21,301183,32.95,33.97,34.12,32.78,51046,171890003.0,4.1,4.01,1.31,25.52
2022-06-22,301183,33.32,32.35,33.55,32.17,34102,111720737.0,4.06,-4.77,-1.62,17.05
2022-06-23,301183,32.35,33.67,34.01,32.0,38839,129122471.0,6.21,4.08,1.32,19.42
2022-06-24,301183,33.34,33.4,34.06,33.33,34423,115945935.0,2.17,-0.8,-0.27,17.21
2022-06-27,301183,33.64,33.66,33.93,33.03,27036,90338784.0,2.69,0.78,0.26,13.52
2022-06-28,301183,33.66,34.13,34.22,33.1,32999,111262546.0,3.33,1.4,0.47,16.5
2022-06-29,301183,33.99,32.39,34.11,32.37,36192,119798870.0,5.1,-5.1,-1.74,18.1
2022-06-30,301183,32.32,32.6,32.68,32.08,18842,61084986.0,1.85,0.65,0.21,9.42
2022-07-01,301183,32.44,32.46,32.85,32.08,17328,56252831.0,2.36,-0.43,-0.14,8.66
2022-07-04,301183,32.45,33.18,33.59,31.7,32051,104572097.0,5.82,2.22,0.72,16.03
2022-07-05,301183,32.96,32.31,33.01,32.0,21920,71057291.0,3.04,-2.62,-0.87,10.96
2022-07-06,301183,32.15,31.76,32.66,31.6,18687,59857074.0,3.28,-1.7,-0.55,9.34
2022-07-07,301183,31.89,31.16,31.95,31.1,19421,60807007.0,2.68,-1.89,-0.6,9.71
2022-07-08,301183,31.02,32.15,32.4,31.02,27158,86346637.0,4.43,3.18,0.99,13.58
2022-07-11,301183,31.8,31.16,31.8,31.02,18244,57014079.0,2.43,-3.08,-0.99,9.12
2022-07-12,301183,31.31,30.7,31.46,30.6,11922,36966730.0,2.76,-1.48,-0.46,5.96
2022-07-13,301183,30.8,30.85,30.98,30.52,10935,33635245.0,1.5,0.49,0.15,5.47
2022-07-14,301183,30.85,31.28,31.45,30.69,14029,43731287.0,2.46,1.39,0.43,7.01
2022-07-15,301183,31.33,32.0,32.71,31.3,32277,103619101.0,4.51,2.3,0.72,16.14
2022-07-18,301183,31.61,32.29,32.53,31.61,19681,63347725.0,2.88,0.91,0.29,9.84
2022-07-19,301183,32.0,32.16,32.46,31.89,15953,51205483.0,1.77,-0.4,-0.13,7.98
2022-07-20,301183,32.19,32.85,33.2,32.1,29384,96119635.0,3.42,2.15,0.69,14.69
2022-07-21,301183,32.7,31.91,33.05,31.85,25570,83115132.0,3.65,-2.86,-0.94,12.79
2022-07-22,301183,31.99,31.45,32.1,31.1,16430,51905823.0,3.13,-1.44,-0.46,8.22
2022-07-25,301183,31.46,31.11,31.58,30.9,9887,30881167.0,2.16,-1.08,-0.34,4.94
2022-07-26,301183,31.2,31.54,31.54,30.55,12743,39590179.0,3.18,1.38,0.43,6.37
2022-07-27,301183,31.34,32.42,32.7,31.31,21837,70331208.0,4.41,2.79,0.88,10.92
2022-07-28,301183,32.22,32.82,33.07,32.22,21997,72203185.0,2.62,1.23,0.4,11.0
2022-07-29,301183,32.75,32.44,32.98,32.41,17369,56829803.0,1.74,-1.16,-0.38,8.68
2022-08-01,301183,32.54,33.1,33.22,32.44,21379,70493755.0,2.4,2.03,0.66,10.69
2022-08-02,301183,33.3,31.01,33.33,31.0,28709,91462076.0,7.04,-6.31,-2.09,14.35
2022-08-03,301183,31.18,31.92,32.68,31.18,27814,89599297.0,4.84,2.93,0.91,13.91
2022-08-04,301183,32.01,32.91,33.4,32.01,26186,86114309.0,4.35,3.1,0.99,13.09
